img,joints,cartesians,yolo_midpoint,our_midpoint,class
chromaticaberration/img128_chromaticaberration.png,"[146.61, 28.94, 17.56, 61.75, -68.45, 52.7]","[[-326.97, 286.21, 358.09], [0.01, 0.009, -0.694, -0.72]]","[174.492, 94.941]","[177.781, 129.505]",1.0
defocus/img128_defocus.png,"[146.61, 28.94, 17.56, 61.75, -68.45, 52.7]","[[-326.97, 286.21, 358.09], [0.01, 0.009, -0.694, -0.72]]","[174.492, 94.941]","[177.781, 129.505]",1.0
downscale/img128_downscale.png,"[146.61, 28.94, 17.56, 61.75, -68.45, 52.7]","[[-326.97, 286.21, 358.09], [0.01, 0.009, -0.694, -0.72]]","[174.492, 94.941]","[177.781, 129.505]",1.0
emboss/img128_emboss.png,"[146.61, 28.94, 17.56, 61.75, -68.45, 52.7]","[[-326.97, 286.21, 358.09], [0.01, 0.009, -0.694, -0.72]]","[174.492, 94.941]","[177.781, 129.505]",1.0
gaussnoise/img128_gaussnoise.png,"[146.61, 28.94, 17.56, 61.75, -68.45, 52.7]","[[-326.97, 286.21, 358.09], [0.01, 0.009, -0.694, -0.72]]","[174.492, 94.941]","[177.781, 129.505]",1.0
gaussianblur/img128_gaussianblur.png,"[146.61, 28.94, 17.56, 61.75, -68.45, 52.7]","[[-326.97, 286.21, 358.09], [0.01, 0.009, -0.694, -0.72]]","[174.492, 94.941]","[177.781, 129.505]",1.0
illumination/img128_illumination.png,"[146.61, 28.94, 17.56, 61.75, -68.45, 52.7]","[[-326.97, 286.21, 358.09], [0.01, 0.009, -0.694, -0.72]]","[174.492, 94.941]","[177.781, 129.505]",1.0
medianblur/img128_medianblur.png,"[146.61, 28.94, 17.56, 61.75, -68.45, 52.7]","[[-326.97, 286.21, 358.09], [0.01, 0.009, -0.694, -0.72]]","[174.492, 94.941]","[177.781, 129.505]",1.0
motionblur/img128_motionblur.png,"[146.61, 28.94, 17.56, 61.75, -68.45, 52.7]","[[-326.97, 286.21, 358.09], [0.01, 0.009, -0.694, -0.72]]","[174.492, 94.941]","[177.781, 129.505]",1.0
multiplicativenoise/img128_multiplicativenoise.png,"[146.61, 28.94, 17.56, 61.75, -68.45, 52.7]","[[-326.97, 286.21, 358.09], [0.01, 0.009, -0.694, -0.72]]","[174.492, 94.941]","[177.781, 129.505]",1.0
saltandpepper/img128_saltandpepper.png,"[146.61, 28.94, 17.56, 61.75, -68.45, 52.7]","[[-326.97, 286.21, 358.09], [0.01, 0.009, -0.694, -0.72]]","[174.492, 94.941]","[177.781, 129.505]",1.0
plas_shadow/img128_plas_shadow.png,"[146.61, 28.94, 17.56, 61.75, -68.45, 52.7]","[[-326.97, 286.21, 358.09], [0.01, 0.009, -0.694, -0.72]]","[174.492, 94.941]","[177.781, 129.505]",1.0
posterize/img128_posterize.png,"[146.61, 28.94, 17.56, 61.75, -68.45, 52.7]","[[-326.97, 286.21, 358.09], [0.01, 0.009, -0.694, -0.72]]","[174.492, 94.941]","[177.781, 129.505]",1.0
superpixels/img128_superpixels.png,"[146.61, 28.94, 17.56, 61.75, -68.45, 52.7]","[[-326.97, 286.21, 358.09], [0.01, 0.009, -0.694, -0.72]]","[174.492, 94.941]","[177.781, 129.505]",1.0
shotnoise/img128_shotnoise.png,"[146.61, 28.94, 17.56, 61.75, -68.45, 52.7]","[[-326.97, 286.21, 358.09], [0.01, 0.009, -0.694, -0.72]]","[174.492, 94.941]","[177.781, 129.505]",1.0
additivenoise/img128_additivenoise.png,"[83.43, -6.58, 58.85, -9.94, -54.81, 96.12]","[[22.01, 279.76, 364.85], [0.01, 0.009, -0.694, -0.72]]","[459.449, 94.221]","[462.632, 121.972]",2.0
blur/img128_blur.png,"[83.43, -6.58, 58.85, -9.94, -54.81, 96.12]","[[22.01, 279.76, 364.85], [0.01, 0.009, -0.694, -0.72]]","[459.449, 94.221]","[462.632, 121.972]",2.0
clahe/img128_clahe.png,"[83.43, -6.58, 58.85, -9.94, -54.81, 96.12]","[[22.01, 279.76, 364.85], [0.01, 0.009, -0.694, -0.72]]","[459.449, 94.221]","[462.632, 121.972]",2.0
chromaticaberration/img128_chromaticaberration.png,"[83.43, -6.58, 58.85, -9.94, -54.81, 96.12]","[[22.01, 279.76, 364.85], [0.01, 0.009, -0.694, -0.72]]","[459.449, 94.221]","[462.632, 121.972]",2.0
defocus/img128_defocus.png,"[83.43, -6.58, 58.85, -9.94, -54.81, 96.12]","[[22.01, 279.76, 364.85], [0.01, 0.009, -0.694, -0.72]]","[459.449, 94.221]","[462.632, 121.972]",2.0
downscale/img128_downscale.png,"[83.43, -6.58, 58.85, -9.94, -54.81, 96.12]","[[22.01, 279.76, 364.85], [0.01, 0.009, -0.694, -0.72]]","[459.449, 94.221]","[462.632, 121.972]",2.0
emboss/img128_emboss.png,"[83.43, -6.58, 58.85, -9.94, -54.81, 96.12]","[[22.01, 279.76, 364.85], [0.01, 0.009, -0.694, -0.72]]","[459.449, 94.221]","[462.632, 121.972]",2.0
gaussnoise/img128_gaussnoise.png,"[83.43, -6.58, 58.85, -9.94, -54.81, 96.12]","[[22.01, 279.76, 364.85], [0.01, 0.009, -0.694, -0.72]]","[459.449, 94.221]","[462.632, 121.972]",2.0
gaussianblur/img128_gaussianblur.png,"[83.43, -6.58, 58.85, -9.94, -54.81, 96.12]","[[22.01, 279.76, 364.85], [0.01, 0.009, -0.694, -0.72]]","[459.449, 94.221]","[462.632, 121.972]",2.0
illumination/img128_illumination.png,"[83.43, -6.58, 58.85, -9.94, -54.81, 96.12]","[[22.01, 279.76, 364.85], [0.01, 0.009, -0.694, -0.72]]","[459.449, 94.221]","[462.632, 121.972]",2.0
medianblur/img128_medianblur.png,"[83.43, -6.58, 58.85, -9.94, -54.81, 96.12]","[[22.01, 279.76, 364.85], [0.01, 0.009, -0.694, -0.72]]","[459.449, 94.221]","[462.632, 121.972]",2.0
motionblur/img128_motionblur.png,"[83.43, -6.58, 58.85, -9.94, -54.81, 96.12]","[[22.01, 279.76, 364.85], [0.01, 0.009, -0.694, -0.72]]","[459.449, 94.221]","[462.632, 121.972]",2.0
multiplicativenoise/img128_multiplicativenoise.png,"[83.43, -6.58, 58.85, -9.94, -54.81, 96.12]","[[22.01, 279.76, 364.85], [0.01, 0.009, -0.694, -0.72]]","[459.449, 94.221]","[462.632, 121.972]",2.0
saltandpepper/img128_saltandpepper.png,"[83.43, -6.58, 58.85, -9.94, -54.81, 96.12]","[[22.01, 279.76, 364.85], [0.01, 0.009, -0.694, -0.72]]","[459.449, 94.221]","[462.632, 121.972]",2.0
plas_shadow/img128_plas_shadow.png,"[83.43, -6.58, 58.85, -9.94, -54.81, 96.12]","[[22.01, 279.76, 364.85], [0.01, 0.009, -0.694, -0.72]]","[459.449, 94.221]","[462.632, 121.972]",2.0
posterize/img128_posterize.png,"[83.43, -6.58, 58.85, -9.94, -54.81, 96.12]","[[22.01, 279.76, 364.85], [0.01, 0.009, -0.694, -0.72]]","[459.449, 94.221]","[462.632, 121.972]",2.0
superpixels/img128_superpixels.png,"[83.43, -6.58, 58.85, -9.94, -54.81, 96.12]","[[22.01, 279.76, 364.85], [0.01, 0.009, -0.694, -0.72]]","[459.449, 94.221]","[462.632, 121.972]",2.0
shotnoise/img128_shotnoise.png,"[83.43, -6.58, 58.85, -9.94, -54.81, 96.12]","[[22.01, 279.76, 364.85], [0.01, 0.009, -0.694, -0.72]]","[459.449, 94.221]","[462.632, 121.972]",2.0
additivenoise/img129_additivenoise.png,"[146.73, 52.3, 18.95, 56.07, -81.46, 74.57]","[[-317.14, 278.75, 194.31], [0.01, 0.009, -0.694, -0.72]]","[195.837, 228.812]","[196.143, 258.512]",1.0
blur/img129_blur.png,"[146.73, 52.3, 18.95, 56.07, -81.46, 74.57]","[[-317.14, 278.75, 194.31], [0.01, 0.009, -0.694, -0.72]]","[195.837, 228.812]","[196.143, 258.512]",1.0
clahe/img129_clahe.png,"[146.73, 52.3, 18.95, 56.07, -81.46, 74.57]","[[-317.14, 278.75, 194.31], [0.01, 0.009, -0.694, -0.72]]","[195.837, 228.812]","[196.143, 258.512]",1.0
chromaticaberration/img129_chromaticaberration.png,"[146.73, 52.3, 18.95, 56.07, -81.46, 74.57]","[[-317.14, 278.75, 194.31], [0.01, 0.009, -0.694, -0.72]]","[195.837, 228.812]","[196.143, 258.512]",1.0
defocus/img129_defocus.png,"[146.73, 52.3, 18.95, 56.07, -81.46, 74.57]","[[-317.14, 278.75, 194.31], [0.01, 0.009, -0.694, -0.72]]","[195.837, 228.812]","[196.143, 258.512]",1.0
downscale/img129_downscale.png,"[146.73, 52.3, 18.95, 56.07, -81.46, 74.57]","[[-317.14, 278.75, 194.31], [0.01, 0.009, -0.694, -0.72]]","[195.837, 228.812]","[196.143, 258.512]",1.0
emboss/img129_emboss.png,"[146.73, 52.3, 18.95, 56.07, -81.46, 74.57]","[[-317.14, 278.75, 194.31], [0.01, 0.009, -0.694, -0.72]]","[195.837, 228.812]","[196.143, 258.512]",1.0
gaussnoise/img129_gaussnoise.png,"[146.73, 52.3, 18.95, 56.07, -81.46, 74.57]","[[-317.14, 278.75, 194.31], [0.01, 0.009, -0.694, -0.72]]","[195.837, 228.812]","[196.143, 258.512]",1.0
gaussianblur/img129_gaussianblur.png,"[146.73, 52.3, 18.95, 56.07, -81.46, 74.57]","[[-317.14, 278.75, 194.31], [0.01, 0.009, -0.694, -0.72]]","[195.837, 228.812]","[196.143, 258.512]",1.0
illumination/img129_illumination.png,"[146.73, 52.3, 18.95, 56.07, -81.46, 74.57]","[[-317.14, 278.75, 194.31], [0.01, 0.009, -0.694, -0.72]]","[195.837, 228.812]","[196.143, 258.512]",1.0
medianblur/img129_medianblur.png,"[146.73, 52.3, 18.95, 56.07, -81.46, 74.57]","[[-317.14, 278.75, 194.31], [0.01, 0.009, -0.694, -0.72]]","[195.837, 228.812]","[196.143, 258.512]",1.0
motionblur/img129_motionblur.png,"[146.73, 52.3, 18.95, 56.07, -81.46, 74.57]","[[-317.14, 278.75, 194.31], [0.01, 0.009, -0.694, -0.72]]","[195.837, 228.812]","[196.143, 258.512]",1.0
multiplicativenoise/img129_multiplicativenoise.png,"[146.73, 52.3, 18.95, 56.07, -81.46, 74.57]","[[-317.14, 278.75, 194.31], [0.01, 0.009, -0.694, -0.72]]","[195.837, 228.812]","[196.143, 258.512]",1.0
saltandpepper/img129_saltandpepper.png,"[146.73, 52.3, 18.95, 56.07, -81.46, 74.57]","[[-317.14, 278.75, 194.31], [0.01, 0.009, -0.694, -0.72]]","[195.837, 228.812]","[196.143, 258.512]",1.0
plas_shadow/img129_plas_shadow.png,"[146.73, 52.3, 18.95, 56.07, -81.46, 74.57]","[[-317.14, 278.75, 194.31], [0.01, 0.009, -0.694, -0.72]]","[195.837, 228.812]","[196.143, 258.512]",1.0
posterize/img129_posterize.png,"[146.73, 52.3, 18.95, 56.07, -81.46, 74.57]","[[-317.14, 278.75, 194.31], [0.01, 0.009, -0.694, -0.72]]","[195.837, 228.812]","[196.143, 258.512]",1.0
superpixels/img129_superpixels.png,"[146.73, 52.3, 18.95, 56.07, -81.46, 74.57]","[[-317.14, 278.75, 194.31], [0.01, 0.009, -0.694, -0.72]]","[195.837, 228.812]","[196.143, 258.512]",1.0
shotnoise/img129_shotnoise.png,"[146.73, 52.3, 18.95, 56.07, -81.46, 74.57]","[[-317.14, 278.75, 194.31], [0.01, 0.009, -0.694, -0.72]]","[195.837, 228.812]","[196.143, 258.512]",1.0
additivenoise/img129_additivenoise.png,"[135.31, 42.14, 41.65, 43.78, -87.62, 85.76]","[[-203.4, 271.23, 200.21], [0.01, 0.009, -0.694, -0.72]]","[276.814, 229.626]","[277.596, 256.629]",0.0
blur/img129_blur.png,"[135.31, 42.14, 41.65, 43.78, -87.62, 85.76]","[[-203.4, 271.23, 200.21], [0.01, 0.009, -0.694, -0.72]]","[276.814, 229.626]","[277.596, 256.629]",0.0
clahe/img129_clahe.png,"[135.31, 42.14, 41.65, 43.78, -87.62, 85.76]","[[-203.4, 271.23, 200.21], [0.01, 0.009, -0.694, -0.72]]","[276.814, 229.626]","[277.596, 256.629]",0.0
chromaticaberration/img129_chromaticaberration.png,"[135.31, 42.14, 41.65, 43.78, -87.62, 85.76]","[[-203.4, 271.23, 200.21], [0.01, 0.009, -0.694, -0.72]]","[276.814, 229.626]","[277.596, 256.629]",0.0
defocus/img129_defocus.png,"[135.31, 42.14, 41.65, 43.78, -87.62, 85.76]","[[-203.4, 271.23, 200.21], [0.01, 0.009, -0.694, -0.72]]","[276.814, 229.626]","[277.596, 256.629]",0.0
downscale/img129_downscale.png,"[135.31, 42.14, 41.65, 43.78, -87.62, 85.76]","[[-203.4, 271.23, 200.21], [0.01, 0.009, -0.694, -0.72]]","[276.814, 229.626]","[277.596, 256.629]",0.0
emboss/img129_emboss.png,"[135.31, 42.14, 41.65, 43.78, -87.62, 85.76]","[[-203.4, 271.23, 200.21], [0.01, 0.009, -0.694, -0.72]]","[276.814, 229.626]","[277.596, 256.629]",0.0
gaussnoise/img129_gaussnoise.png,"[135.31, 42.14, 41.65, 43.78, -87.62, 85.76]","[[-203.4, 271.23, 200.21], [0.01, 0.009, -0.694, -0.72]]","[276.814, 229.626]","[277.596, 256.629]",0.0
gaussianblur/img129_gaussianblur.png,"[135.31, 42.14, 41.65, 43.78, -87.62, 85.76]","[[-203.4, 271.23, 200.21], [0.01, 0.009, -0.694, -0.72]]","[276.814, 229.626]","[277.596, 256.629]",0.0
illumination/img129_illumination.png,"[135.31, 42.14, 41.65, 43.78, -87.62, 85.76]","[[-203.4, 271.23, 200.21], [0.01, 0.009, -0.694, -0.72]]","[276.814, 229.626]","[277.596, 256.629]",0.0
medianblur/img129_medianblur.png,"[135.31, 42.14, 41.65, 43.78, -87.62, 85.76]","[[-203.4, 271.23, 200.21], [0.01, 0.009, -0.694, -0.72]]","[276.814, 229.626]","[277.596, 256.629]",0.0
motionblur/img129_motionblur.png,"[135.31, 42.14, 41.65, 43.78, -87.62, 85.76]","[[-203.4, 271.23, 200.21], [0.01, 0.009, -0.694, -0.72]]","[276.814, 229.626]","[277.596, 256.629]",0.0
multiplicativenoise/img129_multiplicativenoise.png,"[135.31, 42.14, 41.65, 43.78, -87.62, 85.76]","[[-203.4, 271.23, 200.21], [0.01, 0.009, -0.694, -0.72]]","[276.814, 229.626]","[277.596, 256.629]",0.0
saltandpepper/img129_saltandpepper.png,"[135.31, 42.14, 41.65, 43.78, -87.62, 85.76]","[[-203.4, 271.23, 200.21], [0.01, 0.009, -0.694, -0.72]]","[276.814, 229.626]","[277.596, 256.629]",0.0
plas_shadow/img129_plas_shadow.png,"[135.31, 42.14, 41.65, 43.78, -87.62, 85.76]","[[-203.4, 271.23, 200.21], [0.01, 0.009, -0.694, -0.72]]","[276.814, 229.626]","[277.596, 256.629]",0.0
posterize/img129_posterize.png,"[135.31, 42.14, 41.65, 43.78, -87.62, 85.76]","[[-203.4, 271.23, 200.21], [0.01, 0.009, -0.694, -0.72]]","[276.814, 229.626]","[277.596, 256.629]",0.0
superpixels/img129_superpixels.png,"[135.31, 42.14, 41.65, 43.78, -87.62, 85.76]","[[-203.4, 271.23, 200.21], [0.01, 0.009, -0.694, -0.72]]","[276.814, 229.626]","[277.596, 256.629]",0.0
shotnoise/img129_shotnoise.png,"[135.31, 42.14, 41.65, 43.78, -87.62, 85.76]","[[-203.4, 271.23, 200.21], [0.01, 0.009, -0.694, -0.72]]","[276.814, 229.626]","[277.596, 256.629]",0.0
additivenoise/img129_additivenoise.png,"[115.93, 37.8, 53.64, 24.42, -93.41, 90.65]","[[-101.56, 276.88, 202.34], [0.01, 0.009, -0.694, -0.72]]","[355.05, 224.589]","[358.108, 251.45]",2.0
blur/img129_blur.png,"[115.93, 37.8, 53.64, 24.42, -93.41, 90.65]","[[-101.56, 276.88, 202.34], [0.01, 0.009, -0.694, -0.72]]","[355.05, 224.589]","[358.108, 251.45]",2.0
clahe/img129_clahe.png,"[115.93, 37.8, 53.64, 24.42, -93.41, 90.65]","[[-101.56, 276.88, 202.34], [0.01, 0.009, -0.694, -0.72]]","[355.05, 224.589]","[358.108, 251.45]",2.0
chromaticaberration/img129_chromaticaberration.png,"[115.93, 37.8, 53.64, 24.42, -93.41, 90.65]","[[-101.56, 276.88, 202.34], [0.01, 0.009, -0.694, -0.72]]","[355.05, 224.589]","[358.108, 251.45]",2.0
defocus/img129_defocus.png,"[115.93, 37.8, 53.64, 24.42, -93.41, 90.65]","[[-101.56, 276.88, 202.34], [0.01, 0.009, -0.694, -0.72]]","[355.05, 224.589]","[358.108, 251.45]",2.0
downscale/img129_downscale.png,"[115.93, 37.8, 53.64, 24.42, -93.41, 90.65]","[[-101.56, 276.88, 202.34], [0.01, 0.009, -0.694, -0.72]]","[355.05, 224.589]","[358.108, 251.45]",2.0
emboss/img129_emboss.png,"[115.93, 37.8, 53.64, 24.42, -93.41, 90.65]","[[-101.56, 276.88, 202.34], [0.01, 0.009, -0.694, -0.72]]","[355.05, 224.589]","[358.108, 251.45]",2.0
gaussnoise/img129_gaussnoise.png,"[115.93, 37.8, 53.64, 24.42, -93.41, 90.65]","[[-101.56, 276.88, 202.34], [0.01, 0.009, -0.694, -0.72]]","[355.05, 224.589]","[358.108, 251.45]",2.0
gaussianblur/img129_gaussianblur.png,"[115.93, 37.8, 53.64, 24.42, -93.41, 90.65]","[[-101.56, 276.88, 202.34], [0.01, 0.009, -0.694, -0.72]]","[355.05, 224.589]","[358.108, 251.45]",2.0
illumination/img129_illumination.png,"[115.93, 37.8, 53.64, 24.42, -93.41, 90.65]","[[-101.56, 276.88, 202.34], [0.01, 0.009, -0.694, -0.72]]","[355.05, 224.589]","[358.108, 251.45]",2.0
medianblur/img129_medianblur.png,"[115.93, 37.8, 53.64, 24.42, -93.41, 90.65]","[[-101.56, 276.88, 202.34], [0.01, 0.009, -0.694, -0.72]]","[355.05, 224.589]","[358.108, 251.45]",2.0
motionblur/img129_motionblur.png,"[115.93, 37.8, 53.64, 24.42, -93.41, 90.65]","[[-101.56, 276.88, 202.34], [0.01, 0.009, -0.694, -0.72]]","[355.05, 224.589]","[358.108, 251.45]",2.0
multiplicativenoise/img129_multiplicativenoise.png,"[115.93, 37.8, 53.64, 24.42, -93.41, 90.65]","[[-101.56, 276.88, 202.34], [0.01, 0.009, -0.694, -0.72]]","[355.05, 224.589]","[358.108, 251.45]",2.0
saltandpepper/img129_saltandpepper.png,"[115.93, 37.8, 53.64, 24.42, -93.41, 90.65]","[[-101.56, 276.88, 202.34], [0.01, 0.009, -0.694, -0.72]]","[355.05, 224.589]","[358.108, 251.45]",2.0
plas_shadow/img129_plas_shadow.png,"[115.93, 37.8, 53.64, 24.42, -93.41, 90.65]","[[-101.56, 276.88, 202.34], [0.01, 0.009, -0.694, -0.72]]","[355.05, 224.589]","[358.108, 251.45]",2.0
posterize/img129_posterize.png,"[115.93, 37.8, 53.64, 24.42, -93.41, 90.65]","[[-101.56, 276.88, 202.34], [0.01, 0.009, -0.694, -0.72]]","[355.05, 224.589]","[358.108, 251.45]",2.0
superpixels/img129_superpixels.png,"[115.93, 37.8, 53.64, 24.42, -93.41, 90.65]","[[-101.56, 276.88, 202.34], [0.01, 0.009, -0.694, -0.72]]","[355.05, 224.589]","[358.108, 251.45]",2.0
shotnoise/img129_shotnoise.png,"[115.93, 37.8, 53.64, 24.42, -93.41, 90.65]","[[-101.56, 276.88, 202.34], [0.01, 0.009, -0.694, -0.72]]","[355.05, 224.589]","[358.108, 251.45]",2.0
additivenoise/img130_additivenoise.png,"[84.52, -4.35, 57.14, -8.55, -55.21, 95.22]","[[18.87, 288.83, 363.68], [0.01, 0.009, -0.694, -0.72]]","[459.079, 91.97]","[463.573, 122.443]",2.0
blur/img130_blur.png,"[84.52, -4.35, 57.14, -8.55, -55.21, 95.22]","[[18.87, 288.83, 363.68], [0.01, 0.009, -0.694, -0.72]]","[459.079, 91.97]","[463.573, 122.443]",2.0
clahe/img130_clahe.png,"[84.52, -4.35, 57.14, -8.55, -55.21, 95.22]","[[18.87, 288.83, 363.68], [0.01, 0.009, -0.694, -0.72]]","[459.079, 91.97]","[463.573, 122.443]",2.0
chromaticaberration/img130_chromaticaberration.png,"[84.52, -4.35, 57.14, -8.55, -55.21, 95.22]","[[18.87, 288.83, 363.68], [0.01, 0.009, -0.694, -0.72]]","[459.079, 91.97]","[463.573, 122.443]",2.0
defocus/img130_defocus.png,"[84.52, -4.35, 57.14, -8.55, -55.21, 95.22]","[[18.87, 288.83, 363.68], [0.01, 0.009, -0.694, -0.72]]","[459.079, 91.97]","[463.573, 122.443]",2.0
downscale/img130_downscale.png,"[84.52, -4.35, 57.14, -8.55, -55.21, 95.22]","[[18.87, 288.83, 363.68], [0.01, 0.009, -0.694, -0.72]]","[459.079, 91.97]","[463.573, 122.443]",2.0
emboss/img130_emboss.png,"[84.52, -4.35, 57.14, -8.55, -55.21, 95.22]","[[18.87, 288.83, 363.68], [0.01, 0.009, -0.694, -0.72]]","[459.079, 91.97]","[463.573, 122.443]",2.0
gaussnoise/img130_gaussnoise.png,"[84.52, -4.35, 57.14, -8.55, -55.21, 95.22]","[[18.87, 288.83, 363.68], [0.01, 0.009, -0.694, -0.72]]","[459.079, 91.97]","[463.573, 122.443]",2.0
gaussianblur/img130_gaussianblur.png,"[84.52, -4.35, 57.14, -8.55, -55.21, 95.22]","[[18.87, 288.83, 363.68], [0.01, 0.009, -0.694, -0.72]]","[459.079, 91.97]","[463.573, 122.443]",2.0
illumination/img130_illumination.png,"[84.52, -4.35, 57.14, -8.55, -55.21, 95.22]","[[18.87, 288.83, 363.68], [0.01, 0.009, -0.694, -0.72]]","[459.079, 91.97]","[463.573, 122.443]",2.0
medianblur/img130_medianblur.png,"[84.52, -4.35, 57.14, -8.55, -55.21, 95.22]","[[18.87, 288.83, 363.68], [0.01, 0.009, -0.694, -0.72]]","[459.079, 91.97]","[463.573, 122.443]",2.0
motionblur/img130_motionblur.png,"[84.52, -4.35, 57.14, -8.55, -55.21, 95.22]","[[18.87, 288.83, 363.68], [0.01, 0.009, -0.694, -0.72]]","[459.079, 91.97]","[463.573, 122.443]",2.0
multiplicativenoise/img130_multiplicativenoise.png,"[84.52, -4.35, 57.14, -8.55, -55.21, 95.22]","[[18.87, 288.83, 363.68], [0.01, 0.009, -0.694, -0.72]]","[459.079, 91.97]","[463.573, 122.443]",2.0
saltandpepper/img130_saltandpepper.png,"[84.52, -4.35, 57.14, -8.55, -55.21, 95.22]","[[18.87, 288.83, 363.68], [0.01, 0.009, -0.694, -0.72]]","[459.079, 91.97]","[463.573, 122.443]",2.0
plas_shadow/img130_plas_shadow.png,"[84.52, -4.35, 57.14, -8.55, -55.21, 95.22]","[[18.87, 288.83, 363.68], [0.01, 0.009, -0.694, -0.72]]","[459.079, 91.97]","[463.573, 122.443]",2.0
posterize/img130_posterize.png,"[84.52, -4.35, 57.14, -8.55, -55.21, 95.22]","[[18.87, 288.83, 363.68], [0.01, 0.009, -0.694, -0.72]]","[459.079, 91.97]","[463.573, 122.443]",2.0
superpixels/img130_superpixels.png,"[84.52, -4.35, 57.14, -8.55, -55.21, 95.22]","[[18.87, 288.83, 363.68], [0.01, 0.009, -0.694, -0.72]]","[459.079, 91.97]","[463.573, 122.443]",2.0
shotnoise/img130_shotnoise.png,"[84.52, -4.35, 57.14, -8.55, -55.21, 95.22]","[[18.87, 288.83, 363.68], [0.01, 0.009, -0.694, -0.72]]","[459.079, 91.97]","[463.573, 122.443]",2.0
additivenoise/img130_additivenoise.png,"[118.93, -3.47, 57.08, 31.99, -60.21, 71.72]","[[-107.94, 263.75, 360.59], [0.01, 0.009, -0.694, -0.72]]","[354.354, 96.144]","[358.579, 123.855]",1.0
blur/img130_blur.png,"[118.93, -3.47, 57.08, 31.99, -60.21, 71.72]","[[-107.94, 263.75, 360.59], [0.01, 0.009, -0.694, -0.72]]","[354.354, 96.144]","[358.579, 123.855]",1.0
clahe/img130_clahe.png,"[118.93, -3.47, 57.08, 31.99, -60.21, 71.72]","[[-107.94, 263.75, 360.59], [0.01, 0.009, -0.694, -0.72]]","[354.354, 96.144]","[358.579, 123.855]",1.0
chromaticaberration/img130_chromaticaberration.png,"[118.93, -3.47, 57.08, 31.99, -60.21, 71.72]","[[-107.94, 263.75, 360.59], [0.01, 0.009, -0.694, -0.72]]","[354.354, 96.144]","[358.579, 123.855]",1.0
defocus/img130_defocus.png,"[118.93, -3.47, 57.08, 31.99, -60.21, 71.72]","[[-107.94, 263.75, 360.59], [0.01, 0.009, -0.694, -0.72]]","[354.354, 96.144]","[358.579, 123.855]",1.0
downscale/img130_downscale.png,"[118.93, -3.47, 57.08, 31.99, -60.21, 71.72]","[[-107.94, 263.75, 360.59], [0.01, 0.009, -0.694, -0.72]]","[354.354, 96.144]","[358.579, 123.855]",1.0
emboss/img130_emboss.png,"[118.93, -3.47, 57.08, 31.99, -60.21, 71.72]","[[-107.94, 263.75, 360.59], [0.01, 0.009, -0.694, -0.72]]","[354.354, 96.144]","[358.579, 123.855]",1.0
gaussnoise/img130_gaussnoise.png,"[118.93, -3.47, 57.08, 31.99, -60.21, 71.72]","[[-107.94, 263.75, 360.59], [0.01, 0.009, -0.694, -0.72]]","[354.354, 96.144]","[358.579, 123.855]",1.0
gaussianblur/img130_gaussianblur.png,"[118.93, -3.47, 57.08, 31.99, -60.21, 71.72]","[[-107.94, 263.75, 360.59], [0.01, 0.009, -0.694, -0.72]]","[354.354, 96.144]","[358.579, 123.855]",1.0
illumination/img130_illumination.png,"[118.93, -3.47, 57.08, 31.99, -60.21, 71.72]","[[-107.94, 263.75, 360.59], [0.01, 0.009, -0.694, -0.72]]","[354.354, 96.144]","[358.579, 123.855]",1.0
medianblur/img130_medianblur.png,"[118.93, -3.47, 57.08, 31.99, -60.21, 71.72]","[[-107.94, 263.75, 360.59], [0.01, 0.009, -0.694, -0.72]]","[354.354, 96.144]","[358.579, 123.855]",1.0
motionblur/img130_motionblur.png,"[118.93, -3.47, 57.08, 31.99, -60.21, 71.72]","[[-107.94, 263.75, 360.59], [0.01, 0.009, -0.694, -0.72]]","[354.354, 96.144]","[358.579, 123.855]",1.0
multiplicativenoise/img130_multiplicativenoise.png,"[118.93, -3.47, 57.08, 31.99, -60.21, 71.72]","[[-107.94, 263.75, 360.59], [0.01, 0.009, -0.694, -0.72]]","[354.354, 96.144]","[358.579, 123.855]",1.0
saltandpepper/img130_saltandpepper.png,"[118.93, -3.47, 57.08, 31.99, -60.21, 71.72]","[[-107.94, 263.75, 360.59], [0.01, 0.009, -0.694, -0.72]]","[354.354, 96.144]","[358.579, 123.855]",1.0
plas_shadow/img130_plas_shadow.png,"[118.93, -3.47, 57.08, 31.99, -60.21, 71.72]","[[-107.94, 263.75, 360.59], [0.01, 0.009, -0.694, -0.72]]","[354.354, 96.144]","[358.579, 123.855]",1.0
posterize/img130_posterize.png,"[118.93, -3.47, 57.08, 31.99, -60.21, 71.72]","[[-107.94, 263.75, 360.59], [0.01, 0.009, -0.694, -0.72]]","[354.354, 96.144]","[358.579, 123.855]",1.0
superpixels/img130_superpixels.png,"[118.93, -3.47, 57.08, 31.99, -60.21, 71.72]","[[-107.94, 263.75, 360.59], [0.01, 0.009, -0.694, -0.72]]","[354.354, 96.144]","[358.579, 123.855]",1.0
shotnoise/img130_shotnoise.png,"[118.93, -3.47, 57.08, 31.99, -60.21, 71.72]","[[-107.94, 263.75, 360.59], [0.01, 0.009, -0.694, -0.72]]","[354.354, 96.144]","[358.579, 123.855]",1.0
